,id,fecha,date,calidad,hora,minuto,aforo,x_lamina,y_lamina,tipo_salida,tramo,codigo_sensor_nivel,codigo_sensor_vel_sup,tipo_aforo,caudal_total,error_caudal,area_mojada,profundidad_media,perimetro_mojado,dispositivo,error_dispositivo,ancho_superficial,velocidad_promedio,radio_hidraulico,longitud,latitud,texto_1,texto_2,timestamp,updated,offset,item_fk_id,user_id
672,1196,2006-08-15,2006-08-15 00:00:00,1.0,0.0,0.0,1.0,,,,,,,,16.931,,22.342,0.707,32.871,MF-PRO,,32.5,0.758,0.68,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,356,1
673,1197,2006-08-28,2006-08-28 00:00:00,1.0,0.0,0.0,1.0,,,,,,,,19.251,,25.675,0.734,37.533,MF-PRO,,37.0,0.75,0.684,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,356,1
674,1198,2010-03-23,2010-03-23 00:00:00,1.0,0.0,0.0,1.0,,,,,,,,3.569,,13.108,0.41,36.084,MF-PRO,,36.0,0.272,0.363,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,356,1
675,1199,2010-04-14,2010-04-14 00:00:00,1.0,0.0,0.0,1.0,,,,,,,,12.973,,16.88,0.528,36.08,MF-PRO,,36.0,0.769,0.468,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,356,1
676,1200,2010-04-28,2010-04-28 00:00:00,1.0,0.0,0.0,1.0,,,,,,,,15.376,,18.6,0.581,36.102,MF-PRO,,36.0,0.827,0.515,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,356,1
677,1201,2010-03-17,2010-03-17 00:00:00,1.0,0.0,0.0,1.0,,,,,,,,3.616,,18.81,0.581,34.923,MF-PRO,,34.0,0.192,0.539,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,356,1
678,1202,2010-04-21,2010-04-21 00:00:00,1.0,0.0,0.0,1.0,,,,,,,,9.958,,21.135,0.6,37.151,MF-PRO,,37.0,0.471,0.569,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,356,1
679,1203,2010-05-04,2010-05-04 00:00:00,1.0,0.0,0.0,1.0,,,,,,,,33.068,,28.805,0.822,37.288,MF-PRO,,37.0,1.148,0.773,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,356,1
680,1204,2012-10-10,2012-10-10 00:00:00,1.0,0.0,0.0,1.0,,,,,,,,15.89,,22.475,0.83,29.459,MF-PRO,,28.0,0.707,0.763,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,356,1
681,1205,2012-10-24,2012-10-24 09:45:00,1.0,9.0,45.0,1.0,,,,,,,,19.598,,25.55,0.836,32.219,MF-PRO,,31.0,0.767,0.793,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,356,1
682,1206,2012-10-24,2012-10-24 00:00:00,1.0,0.0,0.0,1.0,,,,,,,,21.222,,26.625,0.792,35.073,MF-PRO,,34.0,0.797,0.759,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,356,1
683,1207,2013-02-27,2013-02-27 09:15:00,1.0,9.0,15.0,1.0,,,,,,,,12.519,,16.555,0.677,26.668,MF-PRO,,25.5,0.756,0.621,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,356,1
684,1208,2013-02-27,2013-02-27 00:00:00,1.0,0.0,0.0,1.0,,,,,,,,16.349,,21.838,0.585,37.682,MF-PRO,,37.3,0.749,0.58,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,356,1
685,1209,2013-05-22,2013-05-22 12:35:00,1.0,12.0,35.0,1.0,,,,,,,,46.601,,38.745,1.083,39.083,MF-PRO,,38.5,1.203,0.991,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,356,1
686,1210,2013-06-19,2013-06-19 11:00:00,1.0,11.0,0.0,1.0,,,,,,,,26.944,,33.1,0.935,37.26,MF-PRO,,36.0,0.814,0.888,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,356,1
687,1211,2013-09-25,2013-09-25 12:12:00,1.0,12.0,12.0,1.0,,,,,,,,13.062,,21.312,0.529,38.943,MF-PRO,,38.3,0.613,0.547,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,356,1
688,1212,2014-02-26,2014-02-26 11:05:00,1.0,11.0,5.0,1.0,,,,,,,,17.658,,25.15,0.799,33.981,MF-PRO,,33.0,0.702,0.74,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,356,1
689,1213,2014-10-22,2014-10-22 11:30:00,1.0,11.0,30.0,1.0,,,,,,,,24.182,,28.892,0.744,40.962,MF-PRO,,40.66,0.837,0.705,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,356,1
690,1214,2014-11-12,2014-11-12 16:12:00,0.0,16.0,12.0,1.0,,,,,,,,0.0,,58.26,1.403,43.824,MF-PRO,,42.0,0.0,1.329,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,356,1
691,1215,2015-03-11,2015-03-11 09:50:00,1.0,9.0,50.0,1.0,,,,,,,,12.45,,21.04,0.694,32.702,MF-PRO,,32.0,0.592,0.643,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,356,1
692,1216,2015-06-05,2015-06-05 10:20:00,1.0,10.0,20.0,1.0,,,,,,,,15.144,,25.958,0.756,37.127,MF-PRO,,36.38,0.583,0.699,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,356,1
693,1217,2016-07-06,2016-07-06 13:54:00,1.0,13.0,54.0,1.0,,,,,,,,24.525,,22.395,0.633,36.962,MF-PRO,,36.5,1.095,0.606,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,356,1
694,1218,2016-07-13,2016-07-13 12:10:00,1.0,12.0,10.0,1.0,,,,,,,,18.295,,24.897,0.718,37.951,MF-PRO,,37.7,0.735,0.656,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,356,1
695,1219,2016-07-14,2016-07-14 10:28:00,1.0,10.0,28.0,1.0,,,,,,,,19.856,,23.362,0.645,37.512,MF-PRO,,36.5,0.85,0.623,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,356,1
696,1220,2004-09-22,2004-09-22 00:00:00,1.0,0.0,0.0,1.0,,,,,,,,0.093,,0.311,0.153,2.408,MF-PRO,,2.3,0.299,0.129,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,357,1
697,1221,2013-03-06,2013-03-06 06:15:00,1.0,6.0,15.0,1.0,,,,,,,,0.182,,0.19,0.283,1.162,MF-PRO,,0.8,0.958,0.164,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,358,1
698,1222,2015-02-09,2015-02-09 09:47:00,0.0,9.0,47.0,1.0,,,,,,,,0.32,,0.142,0.177,1.114,MF-PRO,,0.78,2.254,0.127,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,358,1
699,1223,2004-03-17,2004-03-17 00:00:00,1.0,0.0,0.0,1.0,,,,,,,,10.76,,14.69,0.407,36.365,MF-PRO,,36.0,0.732,0.404,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,359,1
700,1224,2004-04-14,2004-04-14 00:00:00,1.0,0.0,0.0,1.0,,,,,,,,13.548,,16.38,0.512,34.11,MF-PRO,,34.0,0.827,0.48,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,359,1
701,1225,2004-04-28,2004-04-28 00:00:00,1.0,0.0,0.0,1.0,,,,,,,,18.165,,17.25,0.523,36.108,MF-PRO,,36.0,1.053,0.478,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,359,1
702,1226,2004-05-12,2004-05-12 00:00:00,1.0,0.0,0.0,1.0,,,,,,,,7.864,,8.49,0.381,24.677,MF-PRO,,24.0,0.926,0.344,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,359,1
703,1227,2004-07-14,2004-07-14 00:00:00,1.0,0.0,0.0,1.0,,,,,,,,9.081,,11.04,0.445,26.584,MF-PRO,,26.0,0.823,0.415,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,359,1
704,1228,2004-07-14,2004-07-14 00:00:00,1.0,0.0,0.0,1.0,,,,,,,,10.431,,12.59,0.471,28.662,MF-PRO,,28.0,0.829,0.439,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,359,1
705,1229,2004-07-14,2004-07-14 00:00:00,1.0,0.0,0.0,1.0,,,,,,,,11.128,,13.82,0.484,30.744,MF-PRO,,30.0,0.805,0.45,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,359,1
706,1230,2004-07-27,2004-07-27 00:00:00,1.0,0.0,0.0,1.0,,,,,,,,11.003,,13.47,0.44,32.65,MF-PRO,,32.0,0.817,0.413,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,359,1
707,1231,2004-07-27,2004-07-27 00:00:00,1.0,0.0,0.0,1.0,,,,,,,,11.784,,13.93,0.429,34.677,MF-PRO,,34.0,0.846,0.402,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,359,1
708,1232,2004-07-27,2004-07-27 00:00:00,1.0,0.0,0.0,1.0,,,,,,,,15.445,,18.44,0.542,36.181,MF-PRO,,36.0,0.838,0.51,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,359,1
709,1233,2004-08-18,2004-08-18 00:00:00,1.0,0.0,0.0,1.0,,,,,,,,26.064,,20.18,0.594,36.23,MF-PRO,,36.0,1.292,0.557,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,359,1
710,1234,2004-08-18,2004-08-18 00:00:00,1.0,0.0,0.0,1.0,,,,,,,,12.368,,16.48,0.472,37.141,MF-PRO,,37.0,0.75,0.444,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,359,1
711,1235,2004-08-29,2004-08-29 00:00:00,1.0,0.0,0.0,1.0,,,,,,,,9.433,,11.984,0.485,25.628,MF-PRO,,25.1,0.787,0.468,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,359,1
712,1236,2004-09-08,2004-09-08 00:00:00,1.0,0.0,0.0,1.0,,,,,,,,6.082,,9.19,0.347,28.561,MF-PRO,,28.0,0.662,0.322,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,359,1
713,1237,2006-06-11,2006-06-11 00:00:00,1.0,0.0,0.0,1.0,,,,,,,,49.573,,33.546,0.905,37.428,MF-PRO,,36.9,1.478,0.896,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,359,1
714,1238,2006-06-27,2006-06-27 00:00:00,1.0,0.0,0.0,1.0,,,,,,,,11.181,,11.045,0.432,26.599,MF-PRO,,26.0,1.012,0.415,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,359,1
715,1239,2006-07-17,2006-07-17 00:00:00,1.0,0.0,0.0,1.0,,,,,,,,11.724,,13.88,0.485,30.711,MF-PRO,,30.0,0.845,0.452,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,359,1
716,1240,2006-07-24,2006-07-24 00:00:00,1.0,0.0,0.0,1.0,,,,,,,,12.805,,16.6,0.495,36.722,MF-PRO,,36.0,0.771,0.452,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,359,1
717,1241,2006-07-30,2006-07-30 00:00:00,2.0,0.0,0.0,1.0,,,,,,,,17.872,,19.298,0.519,40.081,MF-PRO,,36.5,0.926,0.481,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,359,1
718,1242,2006-08-08,2006-08-08 00:00:00,1.0,0.0,0.0,1.0,,,,,,,,13.095,,15.398,0.453,38.211,MF-PRO,,37.9,0.85,0.403,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,359,1
719,1243,2006-08-15,2006-08-15 00:00:00,1.0,0.0,0.0,1.0,,,,,,,,11.421,,14.142,0.465,36.736,MF-PRO,,36.6,0.808,0.385,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,359,1
720,1244,2006-08-28,2006-08-28 00:00:00,1.0,0.0,0.0,1.0,,,,,,,,14.434,,15.936,0.493,35.51,MF-PRO,,34.8,0.906,0.449,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,359,1
721,1245,2010-03-23,2010-03-23 00:00:00,0.0,0.0,0.0,1.0,,,,,,,,3.028,,12.62,0.41,37.031,MF-PRO,,37.0,0.24,0.341,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,359,1
722,1246,2010-04-14,2010-04-14 00:00:00,1.0,0.0,0.0,1.0,,,,,,,,10.529,,11.92,0.426,32.073,MF-PRO,,32.0,0.883,0.372,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,359,1
723,1247,2010-04-21,2010-04-21 00:00:00,1.0,0.0,0.0,1.0,,,,,,,,7.998,,12.48,0.429,32.631,MF-PRO,,32.0,0.641,0.382,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,359,1
724,1248,2010-04-28,2010-04-28 00:00:00,1.0,0.0,0.0,1.0,,,,,,,,9.152,,10.26,0.597,18.579,MF-PRO,,18.0,0.892,0.552,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,359,1
725,1249,2010-05-04,2010-05-04 00:00:00,1.0,0.0,0.0,1.0,,,,,,,,16.883,,15.36,0.587,28.523,MF-PRO,,27.0,1.099,0.539,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,359,1
726,1250,2010-03-17,2010-03-17 00:00:00,0.0,0.0,0.0,1.0,,,,,,,,3.268,,5.44,0.348,18.587,MF-PRO,,18.5,0.601,0.293,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,359,1
727,1251,2012-10-10,2012-10-10 12:15:00,0.0,12.0,15.0,1.0,,,,,,,,1.023,,2.404,0.202,15.388,MF-PRO,,15.0,0.426,0.156,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,359,1
728,1252,2012-10-24,2012-10-24 11:20:00,1.0,11.0,20.0,1.0,,,,,,,,6.338,,8.325,0.436,21.597,MF-PRO,,21.0,0.761,0.385,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,359,1
729,1253,2012-11-14,2012-11-14 10:30:00,0.0,10.0,30.0,1.0,,,,,,,,2.974,,5.62,0.382,16.561,MF-PRO,,16.0,0.529,0.339,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,359,1
730,1254,2012-11-14,2012-11-14 00:00:00,1.0,0.0,0.0,1.0,,,,,,,,12.54,,12.042,0.497,25.975,MF-PRO,,25.2,1.041,0.464,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,359,1
731,1255,2013-02-13,2013-02-13 12:00:00,0.0,12.0,0.0,1.0,,,,,,,,4.569,,6.4,0.345,20.523,MF-PRO,,20.0,0.714,0.312,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,359,1
732,1256,2013-02-27,2013-02-27 10:45:00,1.0,10.0,45.0,1.0,,,,,,,,12.432,,14.91,0.484,33.724,MF-PRO,,33.0,0.834,0.442,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,359,1
733,1257,2013-04-17,2013-04-17 10:00:00,1.0,10.0,0.0,1.0,,,,,,,,5.687,,7.71,0.344,24.573,MF-PRO,,24.0,0.738,0.314,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,359,1
734,1258,2013-05-22,2013-05-22 10:45:00,1.0,10.0,45.0,1.0,,,,,,,,27.471,,16.1,0.621,27.314,MF-PRO,,26.0,1.706,0.589,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,359,1
735,1259,2013-06-19,2013-06-19 12:30:00,1.0,12.0,30.0,1.0,,,,,,,,19.361,,18.2,0.545,36.864,MF-PRO,,36.5,1.064,0.494,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,359,1
736,1260,2013-06-26,2013-06-26 10:50:00,1.0,10.0,50.0,1.0,,,,,,,,22.944,,20.075,0.585,36.808,MF-PRO,,36.5,1.143,0.545,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,359,1
737,1261,2013-07-24,2013-07-24 10:15:00,1.0,10.0,15.0,1.0,,,,,,,,15.9,,16.08,0.52,33.523,MF-PRO,,32.8,0.989,0.48,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,359,1
738,1262,2013-08-14,2013-08-14 10:30:00,1.0,10.0,30.0,1.0,,,,,,,,19.32,,15.9,0.482,36.124,MF-PRO,,36.0,1.215,0.44,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,359,1
739,1263,2013-09-25,2013-09-25 12:26:00,1.0,12.0,26.0,1.0,,,,,,,,11.217,,12.873,0.39,35.581,MF-PRO,,35.1,0.871,0.362,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,359,1
740,1264,2014-02-19,2014-02-19 11:23:00,1.0,11.0,23.0,1.0,,,,,,,,13.056,,13.003,0.394,36.131,MF-PRO,,36.04,1.004,0.36,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,359,1
741,1265,2014-02-26,2014-02-26 13:08:00,1.0,13.0,8.0,1.0,,,,,,,,12.69,,13.47,0.408,36.102,MF-PRO,,36.0,0.942,0.373,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,359,1
742,1266,2014-04-09,2014-04-09 07:55:00,1.0,7.0,55.0,1.0,,,,,,,,13.407,,16.747,0.498,36.151,MF-PRO,,35.5,0.801,0.463,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,359,1
743,1267,2014-05-22,2014-05-22 06:36:00,1.0,6.0,36.0,1.0,,,,,,,,23.258,,19.797,0.565,36.273,MF-PRO,,35.8,1.175,0.546,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,359,1
744,1268,2014-05-22,2014-05-22 09:35:00,1.0,9.0,35.0,1.0,,,,,,,,21.407,,18.635,0.534,36.289,MF-PRO,,35.8,1.149,0.514,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,359,1
745,1269,2014-05-22,2014-05-22 11:30:00,1.0,11.0,30.0,1.0,,,,,,,,21.762,,18.04,0.519,36.307,MF-PRO,,35.8,1.206,0.497,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,359,1
746,1270,2014-06-12,2014-06-12 08:30:00,1.0,8.0,30.0,1.0,,,,,,,,12.921,,15.041,0.429,36.148,MF-PRO,,35.8,0.859,0.416,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,359,1
747,1271,2014-06-12,2014-06-12 09:00:00,1.0,9.0,0.0,1.0,,,,,,,,20.626,,23.945,0.681,36.355,MF-PRO,,35.8,0.861,0.659,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,359,1
748,1272,2014-10-15,2014-10-15 13:00:00,1.0,13.0,0.0,1.0,,,,,,,,17.034,,16.72,0.537,35.761,MF-PRO,,34.0,1.019,0.468,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,359,1
749,1273,2014-10-22,2014-10-22 13:35:00,1.0,13.0,35.0,1.0,,,,,,,,14.997,,16.426,0.469,36.781,MF-PRO,,36.57,0.913,0.447,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,359,1
750,1274,2014-11-12,2014-11-12 12:57:00,1.0,12.0,57.0,1.0,,,,,,,,11.548,,11.2,0.665,20.873,MF-PRO,,20.0,1.031,0.537,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,359,1
751,1275,2015-02-24,2015-02-24 14:45:00,0.0,14.0,45.0,1.0,,,,,,,,0.0,,2.08,0.234,10.273,MF-PRO,,10.0,0.0,0.202,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,359,1
752,1276,2015-03-11,2015-03-11 11:30:00,0.0,11.0,30.0,1.0,,,,,,,,4.746,,8.205,0.373,24.72,MF-PRO,,24.0,0.578,0.332,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,359,1
753,1277,2015-06-05,2015-06-05 12:57:00,0.0,12.0,57.0,1.0,,,,,,,,4.239,,6.27,0.334,21.518,MF-PRO,,21.0,0.676,0.291,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,359,1
754,1278,2015-09-23,2015-09-23 11:37:00,0.0,11.0,37.0,1.0,,,,,,,,6.1,,8.659,0.349,27.779,MF-PRO,,27.25,0.704,0.312,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,359,1
755,1279,2016-02-25,2016-02-25 10:42:00,1.0,10.0,42.0,1.0,,,,,,,,5.751,,7.571,0.374,20.0,MF-PRO,,19.45,0.76,0.379,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,359,1
756,1280,2016-02-25,2016-02-25 14:45:00,1.0,14.0,45.0,1.0,,,,,,,,6.031,,7.699,0.357,21.186,MF-PRO,,20.65,0.783,0.363,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,359,1
757,1281,2016-07-06,2016-07-06 15:45:00,1.0,15.0,45.0,1.0,,,,,,,,17.409,,17.445,0.574,36.482,MF-PRO,,35.8,0.998,0.478,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,359,1
758,1282,2016-07-13,2016-07-13 09:35:00,1.0,9.0,35.0,1.0,,,,,,,,5.186,,8.432,0.349,24.673,MF-PRO,,24.0,0.615,0.342,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,359,1
759,1284,2018-07-05,2018-07-05 06:21:00,1.0,6.0,21.0,,,,,,,,suspencion,2.86,,3.193,0.42,8.339,MF-PRO,,7.9,0.896,0.383,,,,,2019-02-06 12:39:12,2019-02-06 15:32:56,,304,4
760,1285,2018-07-05,2018-07-05 09:21:00,1.0,9.0,21.0,,0.0,0.0,,1.0,,,vadeo,2.139,,3.913,0.313,12.869,MF-PRO,,12.6,0.547,0.304,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,324,1
761,1286,2018-07-05,2018-07-05 10:22:00,0.0,10.0,22.0,,,,,,,,,8.916,,11.142,0.747,16.185,MF-PRO,,14.9,0.8,0.688,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,301,1
762,1287,2018-07-05,2018-07-05 12:01:00,1.0,12.0,1.0,,,,modelacion,,,,suspencion,9.297,,8.563,0.433,20.634,MF-PRO,,19.8,1.086,0.415,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,335,1
763,1288,2018-07-05,2018-07-05 12:03:00,1.0,12.0,3.0,,8.0,0.4,siata-batimetria,,,,suspencion,11.471,,12.734,0.632,21.305,MF-PRO,,20.4,0.901,0.598,,,,,2019-02-06 12:39:12,2019-02-06 15:36:36,,320,4
764,1289,2018-07-05,2018-07-05 12:43:00,1.0,12.0,43.0,,,,modelacion,,,,suspencion,13.676,,11.801,0.488,25.52,MF-PRO,,24.9,1.159,0.462,,,,,2019-02-06 12:39:12,2019-02-06 15:35:53,,314,4
765,1290,2018-07-05,2018-07-05 14:01:00,1.0,14.0,1.0,,0.0,0.5,,,,,vadeo,0.942,,2.633,0.305,9.738,MF-PRO,,9.0,0.358,0.27,,,,,2019-02-06 12:39:12,2019-02-06 15:29:10,,297,4
766,1291,2018-07-05,2018-07-05 14:13:00,1.0,14.0,13.0,,,,modelacion,,,,suspencion,0.768,,0.641,0.699,2.203,MF-PRO,,1.0,1.198,0.291,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,327,1
767,1292,2018-07-05,2018-07-05 15:02:00,1.0,15.0,2.0,,,,,1.0,,,suspencion,17.618,,22.745,0.736,30.946,MF-PRO,,30.0,0.775,0.735,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,356,1
768,1293,2018-07-05,2018-07-05 16:13:00,1.0,16.0,13.0,,0.0,0.0,,,,,vadeo,1.493,,2.645,0.248,10.214,MF-PRO,,10.0,0.564,0.259,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,306,1
769,1294,2018-07-05,2018-07-05 16:18:00,1.0,16.0,18.0,,,,modelacion,,,,suspencion,23.516,,29.469,1.423,22.996,MF-PRO,,21.2,0.798,1.281,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,309,1
770,1295,2018-07-05,2018-07-05 17:18:00,1.0,17.0,18.0,,,,modelacion,,,,suspencion,32.437,,34.598,1.458,24.778,MF-PRO,,23.6,0.938,1.396,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,344,1
771,1296,2018-07-05,2018-07-05 17:30:00,1.0,17.0,30.0,,0.0,0.0,,,,,suspencion,2.628,,3.953,0.353,11.511,MF-PRO,,11.0,0.665,0.343,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,355,1
772,1297,2018-07-05,2018-07-05 20:04:00,1.0,20.0,4.0,,,,,,,,,56.677,,61.07,3.099,23.951,MF-PRO,,18.0,0.928,2.55,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,332,1
773,1298,2018-07-05,2018-07-05 22:45:00,1.0,22.0,45.0,,,,,,,,,69.147,,59.05,1.873,34.311,MF-PRO,,33.4,1.171,1.721,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,330,1
774,1299,2018-07-06,2018-07-06 02:40:00,1.0,2.0,40.0,,,,,,,,,,,,,,MF-PRO,,,,,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,362,1
775,1300,2018-07-06,2018-07-06 02:53:00,1.0,2.0,53.0,,,,,,,,,,,,,,MF-PRO,,,,,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,336,1
776,1301,2018-07-12,2018-07-12 11:00:00,1.0,11.0,0.0,,5.0,0.45,,,,,suspencion,2.09,,1.893,0.2,11.267,MF-PRO,,11.0,1.104,0.168,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,96,1
777,1358,2018-07-12,2018-07-12 12:24:00,1.0,12.0,24.0,,5.0,0.45,,,,,vadeo,2.441,,3.535,0.362,11.411,MF-PRO,,11.0,0.691,0.31,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,96,1
778,1527,2018-07-12,2018-07-12 14:30:00,1.0,14.0,30.0,,4.8,0.243,,,,,vadeo,0.88,,1.208,0.319,4.478,MF-PRO,,3.8,0.728,0.27,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,122,1
779,1640,2018-07-12,2018-07-12 03:45:00,1.0,3.0,45.0,,4.8,0.418,,,,,vadeo,0.061,,0.14,0.368,0.381,MF-PRO,,0.38,0.436,0.367,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,122,1
780,1641,2018-07-12,2018-07-12 15:45:00,1.0,15.0,45.0,,4.8,0.418,,,,,vadeo,0.879,,1.305,0.337,4.38,MF-PRO,,3.8,0.674,0.298,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,122,1
781,1753,2018-07-05,2018-07-05 11:15:00,1.0,11.0,15.0,,,,modelacion,,,,vadeo,0.786,,0.957,0.342,3.638,MF-PRO,,3.2,0.821,0.263,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,321,1
782,1754,2018-07-05,2018-07-05 15:21:00,0.0,15.0,21.0,,,,,,,,suspencion,2.547,,1.78,0.39,5.35,MF-PRO,,4.57,1.431,0.333,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,366,1
783,1757,2018-04-25,2018-04-25 11:51:00,1.0,11.0,51.0,1.0,,,,,,,,10.039,,11.819,0.586,19.803,MF-PRO,,19.1,0.849,0.597,-75.5815,6.1953,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,320,1
784,1758,2018-04-25,2018-04-25 12:56:00,1.0,12.0,56.0,1.0,,,,,,,,31.298,,31.543,1.65,21.583,MF-PRO,,19.5,0.992,1.461,-75.489,6.371,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,344,1
785,1759,2018-04-25,2018-04-25 08:29:00,1.0,8.0,29.0,1.0,,,,,,,,0.691,,1.327,0.346,4.275,MF-PRO,,3.7,0.52,0.31,-75.6195,6.0499,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,326,1
